基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
民生加银添鑫纯债C,007103,0.61亿元（2020-09-30）,1.04%,1.21%,1.31%,3.55%,--,5.02%,陆欣,1年又150天,5.02%,10年又107天
中海可转债债券C,000004,0.93亿元（2020-09-30）,0.53%,3.06%,-3.87%,16.83%,19.19%,10.99%,彭海平,2年又121天,43.25%,8年又4天
上银慧祥利债券C,006917,0.00亿元（2020-09-30）,1.01%,1.30%,2.11%,2.74%,--,5.06%,许佳,52天,1.29%,52天
中银中高等级C,004548,0.90亿元（2020-09-30）,1.06%,1.35%,1.54%,3.85%,17.14%,21.74%,陈玮,87天,1.25%,6年又12天
博时裕景纯债,002519,10.32亿元（2020-09-30）,0.58%,0.87%,1.07%,2.16%,13.77%,16.97%,陈黎,187天,1.07%,2年又277天
国寿安保尊裕优化回报债券A,004318,12.42亿元（2020-09-30）,0.10%,0.49%,0.79%,2.69%,9.23%,13.38%,陶尹斌,1年又124天,4.42%,1年又325天
国富强化收益债券C,450006,0.76亿元（2020-09-30）,2.45%,4.05%,3.44%,7.36%,20.42%,96.87%,刘怡敏,12年又26天,96.87%,12年又81天
中加丰泽纯债债券,003417,17.10亿元（2020-09-30）,0.79%,0.00%,0.49%,1.85%,15.45%,21.01%,杨宇俊,2年又203天,13.30%,4年又294天
国泰金龙债券C,020012,0.08亿元（2020-09-30）,0.33%,-4.24%,-4.24%,-10.11%,-5.68%,51.16%,王玉,303天,-11.30%,1年又17天
广发集富纯债C,003040,0.10亿元（2020-09-30）,0.68%,1.08%,0.98%,1.85%,12.00%,13.12%,谢军,1年又276天,4.33%,14年又124天
工银尊益中短债C,485122,2.62亿元（2020-09-30）,1.09%,1.32%,--,--,--,1.91%,谷衡,6年又38天,1.91%,8年又60天
鹏华纯债债券,206015,5.41亿元（2020-09-30）,1.17%,1.46%,1.46%,2.88%,15.21%,53.43%,张丽娟,340天,2.28%,340天
中海可转债债券A,000003,1.08亿元（2020-09-30）,0.53%,3.16%,-3.76%,17.20%,20.03%,11.34%,彭海平,2年又121天,43.70%,8年又4天
国富强化收益债券A,450005,7.29亿元（2020-09-30）,2.48%,4.13%,3.59%,7.68%,21.49%,108.88%,刘怡敏,12年又81天,108.88%,12年又81天
汇安嘉诚债券C,007610,3.75亿元（2020-09-30）,0.78%,1.09%,2.42%,5.68%,--,8.22%,仇秉则,1年又155天,8.22%,4年又40天
鹏扬汇利债券A,004585,56.11亿元（2020-09-30）,0.63%,3.01%,1.37%,4.69%,20.52%,22.20%,李沁/焦翠/杨爱斌,69天,2.23%,1年又135天/2年又301天/3年又223天
新华丰利债券A,003221,0.68亿元（2020-09-30）,1.19%,3.83%,3.69%,8.00%,16.76%,23.84%,赵楠,1年又193天,12.96%,4年又231天
银华信用季季红债券C,010986,--亿元（--）,--,--,--,--,--,0.67%,邹维娜,31天,0.67%,7年又158天
博时裕诚纯债债券,002140,10.22亿元（2020-09-30）,0.96%,1.26%,1.45%,2.85%,13.78%,16.85%,郭思洁,242天,-0.10%,242天
汇安嘉诚债券A,007609,1.93亿元（2020-09-30）,0.81%,1.19%,2.63%,6.11%,--,8.83%,仇秉则,1年又155天,8.83%,4年又40天
东方红汇阳债券A,002701,38.78亿元（2020-09-30）,1.38%,4.10%,4.58%,7.03%,23.02%,33.36%,徐觅/孔令超/饶刚,3年又133天,25.27%,4年又21天/4年又159天/13年又229天
信达澳银稳定价值债券B,610103,0.04亿元（2020-09-30）,0.59%,0.89%,1.00%,1.10%,6.36%,59.23%,尹华龙,102天,0.89%,3年又260天
民生加银鑫升纯债,004124,13.70亿元（2020-09-30）,0.82%,1.25%,1.27%,2.40%,13.93%,18.03%,胡振仓,1年又67天,3.60%,11年又259天
嘉实多利收益债券,160718,1.05亿元（2020-09-30）,1.30%,2.13%,2.96%,8.72%,13.82%,57.44%,罗伟卿/王汉博,43天,0.66%,43天/1年又342天
泰康信用精选债券C,007418,0.59亿元（2020-09-30）,0.62%,0.96%,1.47%,3.37%,--,4.42%,经惠云,1年又129天,4.42%,5年又53天
创金合信聚利债券C,001200,0.03亿元（2020-09-30）,0.65%,0.79%,0.61%,3.29%,10.55%,16.30%,黄弢/黄佳祥,11天,0.63%,247天/142天
上银慧祥利债券A,006901,60.01亿元（2020-09-30）,1.03%,1.38%,1.52%,2.30%,--,4.91%,许佳,52天,1.33%,52天
招商安盈债券,217024,8.27亿元（2020-09-30）,-1.38%,0.75%,0.46%,5.79%,20.29%,71.41%,尹晓红/姚爽,3年又12天,21.10%,3年又278天/4年又39天
兴全磐稳增利债券A,340009,26.34亿元（2020-09-30）,-0.85%,-0.29%,-0.57%,1.81%,14.20%,93.09%,张睿,5年又29天,22.05%,8年又260天
英大智享债券A,010174,1.58亿元（2020-12-23）,--,--,--,--,--,0.19%,张大铮/易祺坤,18天,0.19%,1年又5天/3年又315天
博时裕创纯债,002754,10.31亿元（2020-09-30）,0.87%,1.16%,1.36%,3.56%,16.33%,21.76%,郭思洁,242天,0.10%,242天
融通四季添利债券(LOF)C,000673,0.00亿元（2020-09-30）,0.29%,-1.73%,-1.44%,--,--,-2.46%,王超/余志勇,242天,-2.46%,7年又16天/8年又92天
东方红汇阳债券C,002702,6.32亿元（2020-09-30）,1.35%,3.97%,4.37%,6.59%,21.58%,30.91%,徐觅/孔令超/饶刚,3年又133天,23.63%,4年又21天/4年又159天/13年又229天
人保鑫选双债C,008853,0.01亿元（2020-09-30）,1.12%,1.77%,0.92%,--,--,0.93%,朱锐/高喆,82天,1.18%,1年又297天/186天
东方红汇利债券A,002651,28.59亿元（2020-09-30）,1.43%,4.24%,4.69%,7.22%,23.45%,32.83%,徐觅/孔令超/饶刚,3年又133天,26.71%,4年又21天/4年又159天/13年又229天
嘉实稳荣债券,002550,10.47亿元（2020-09-30）,0.89%,1.17%,1.27%,3.44%,14.89%,18.58%,王立芹/崔思维,13天,0.39%,80天/3年又189天
新华丰利债券C,003222,0.29亿元（2020-09-30）,1.16%,3.73%,3.49%,7.58%,15.48%,21.84%,赵楠,1年又193天,12.36%,4年又231天
英大智享债券C,010175,1.03亿元（2020-12-23）,--,--,--,--,--,0.17%,张大铮/易祺坤,18天,0.17%,1年又5天/3年又315天
兴业天禧债券,002661,10.70亿元（2020-09-30）,0.79%,1.11%,1.49%,3.26%,16.85%,14.75%,杨逸君,14天,0.30%,5年又64天
上投摩根强化回报债券A,372010,2.02亿元（2020-09-30）,1.07%,2.61%,2.49%,7.09%,14.53%,57.49%,陈圆明,242天,4.27%,1年又274天
东方红汇阳债券Z,005008,0.95亿元（2020-09-30）,1.38%,4.09%,4.58%,7.03%,23.04%,25.22%,徐觅/孔令超/饶刚,3年又133天,25.31%,4年又21天/4年又159天/13年又229天
泰康丰盈债券,002986,15.40亿元（2020-09-30）,2.37%,3.87%,4.25%,9.25%,23.39%,28.63%,陈怡/任慧娟,3年又14天,24.48%,3年又267天/5年又34天
东兴兴财短债债券A,007394,0.24亿元（2020-09-30）,0.43%,0.67%,1.09%,1.61%,--,2.11%,张琳娜,1年又80天,2.11%,5年又270天
景顺长城稳定收益债券C,261101,0.07亿元（2020-09-30）,0.95%,0.95%,1.13%,2.85%,10.57%,31.80%,何江波,1年又330天,5.87%,1年又331天
中银添利债券发起E,007100,0.36亿元（2020-09-30）,0.99%,2.24%,2.32%,3.93%,--,9.00%,陈玮,1年又302天,9.00%,6年又12天
工银尊益中短债A,009655,0.00亿元（2020-09-30）,1.13%,1.41%,--,--,--,1.51%,谷衡,174天,1.51%,8年又60天
人保鑫盛纯债A,006638,0.34亿元（2020-09-30）,0.87%,-1.20%,-1.44%,-5.61%,--,-5.44%,朱锐,186天,-1.44%,1年又297天
华安安业债券C,006954,0.00亿元（2020-09-30）,0.91%,1.05%,1.63%,2.70%,--,25.03%,周益鸣,1年又164天,25.03%,2年又217天
景顺长城稳定收益债券A,261001,4.15亿元（2020-09-30）,0.95%,1.04%,1.41%,3.23%,11.78%,37.20%,何江波,1年又330天,6.73%,1年又331天
国寿安保尊享债券C,000669,0.84亿元（2020-09-30）,0.77%,1.02%,1.10%,2.55%,13.66%,48.22%,董瑞倩,6年又172天,48.22%,6年又172天
富国稳健增强债券A/B,000107,13.90亿元（2020-09-30）,-0.33%,0.75%,0.75%,3.90%,18.70%,64.72%,俞晓斌,1年又295天,10.36%,4年又12天
泰达宏利集利债券A,162210,3.21亿元（2020-09-30）,1.03%,3.13%,1.52%,3.46%,11.99%,104.14%,李祥源/傅浩,234天,3.61%,1年又87天/3年又311天
创金合信尊盛纯债,002438,10.07亿元（2020-09-30）,0.70%,1.29%,1.49%,3.90%,16.06%,23.04%,郑振源,4年又320天,23.04%,5年又242天
中银添利债券发起C,005852,11.71亿元（2020-09-30）,0.92%,2.25%,2.33%,4.02%,--,15.41%,陈玮,2年又274天,15.41%,6年又12天
招商招瑞纯债发起式C,002520,24.08亿元（2020-09-30）,0.83%,0.91%,1.18%,2.80%,18.11%,21.78%,刘万锋,4年又301天,21.78%,5年又363天
融通通和债券,002825,2.00亿元（2020-09-30）,0.76%,1.14%,1.34%,2.81%,12.99%,16.04%,刘明,2年又52天,7.65%,2年又52天
人保鑫盛纯债C,006639,0.01亿元（2020-09-30）,0.85%,-1.28%,-1.57%,-5.85%,--,-6.03%,朱锐,186天,-1.57%,1年又297天
金元顺安丰祥债券,620009,1.75亿元（2020-09-30）,0.51%,0.69%,1.03%,2.89%,13.65%,40.34%,周博洋,1年又3天,2.89%,2年又350天
招商招瑞纯债发起式A,002341,0.00亿元（2020-09-30）,0.82%,0.90%,1.16%,2.78%,18.68%,23.19%,刘万锋,4年又308天,23.19%,5年又363天
鹏华丰诚债券A,009021,2.24亿元（2020-09-30）,0.30%,0.57%,1.71%,--,--,0.94%,祝松,291天,0.94%,6年又324天
汇添富增强收益债券C,470078,1.95亿元（2020-09-30）,0.95%,0.95%,1.22%,1.65%,8.78%,60.65%,徐光,212天,0.43%,2年又143天
华安安业债券A,006953,46.04亿元（2020-09-30）,0.92%,1.07%,1.67%,1.78%,--,25.20%,周益鸣,1年又164天,25.20%,2年又217天
招商双债增强债券(LOF)E,003297,2.82亿元（2020-09-30）,0.84%,0.84%,0.84%,2.96%,--,8.00%,刘万锋,1年又311天,8.00%,5年又363天
工银添利债券B,485007,1.60亿元（2020-09-30）,-0.17%,-1.85%,-1.60%,-0.73%,13.34%,95.43%,谷衡,12天,0.53%,8年又60天
红土创新纯债A,009457,0.00亿元（2020-09-07）,1.09%,1.64%,--,--,--,1.82%,邱骏,125天,1.82%,3年又325天
广发增强债券,270009,3.92亿元（2020-09-30）,0.83%,0.83%,1.09%,2.11%,13.02%,90.88%,谢军,12年又292天,90.88%,14年又124天
华富恒利债券C,001087,0.00亿元（2020-09-30）,1.35%,4.16%,2.10%,4.51%,8.66%,14.96%,张惠,2年又119天,11.94%,6年又54天
银华永兴纯债债券(LOF)A,161823,8.74亿元（2020-09-30）,0.60%,0.86%,1.12%,2.63%,13.69%,45.09%,瞿灿,5年又208天,26.94%,5年又232天
融通增益债券A/B,002342,4.10亿元（2020-09-30）,0.37%,-3.57%,-3.31%,-2.26%,15.28%,18.50%,王超,4年又245天,18.50%,7年又16天
鹏华丰诚债券C,009022,1.97亿元（2020-09-30）,0.27%,0.48%,1.55%,--,--,0.70%,祝松,291天,0.70%,6年又324天
银华信用四季红债券A,000194,14.49亿元（2020-09-30）,0.75%,1.03%,1.41%,2.81%,15.06%,57.10%,邹维娜,6年又96天,43.22%,7年又158天
广发景华纯债,003819,7.27亿元（2020-09-30）,1.03%,1.49%,1.43%,3.65%,15.17%,22.39%,高翔,227天,-0.08%,2年又273天
诺德增强收益债券,573003,3.94亿元（2020-09-30）,1.17%,2.26%,1.37%,3.49%,10.58%,21.00%,刘建岩/郝旭东/景辉,179天,1.46%,8年又1天/5年又185天/2年又203天
华富恒利债券A,001086,4.21亿元（2020-09-30）,1.31%,4.24%,2.24%,6.98%,12.27%,20.13%,张惠,2年又119天,15.40%,6年又54天
中银中高等级A,000305,37.69亿元（2020-09-30）,1.05%,1.44%,1.73%,4.23%,17.24%,48.22%,陈玮,87天,1.34%,6年又12天
南方启元债券C,000562,1.50亿元（2020-09-30）,0.70%,1.13%,1.05%,2.31%,13.50%,22.83%,黄河,1年又80天,3.28%,1年又302天
招商招旭纯债C,003860,8.09亿元（2020-09-30）,0.80%,1.11%,1.78%,3.63%,18.40%,55.07%,郭敏,2年又35天,10.35%,2年又35天
交银丰享收益债券A,519746,5.41亿元（2020-09-30）,0.92%,0.87%,1.30%,2.85%,10.97%,124.04%,黄莹洁,3年又327天,123.38%,5年又230天
工银添利债券A,485107,4.97亿元（2020-09-30）,-0.12%,-1.73%,-1.38%,-0.33%,14.57%,105.28%,谷衡,12天,0.55%,8年又60天
中邮睿利增强债券,002475,0.07亿元（2020-09-30）,0.10%,-0.10%,-0.42%,-0.83%,-3.92%,-4.50%,国晓雯,1年又54天,-0.83%,4年又2天
红土创新纯债C,009458,2.10亿元（2020-09-07）,1.10%,1.62%,--,--,--,1.80%,邱骏,125天,1.80%,3年又325天
浦银安盛稳健增利债券A,004126,1.03亿元（2020-09-30）,0.91%,1.09%,1.54%,3.21%,14.26%,15.82%,章潇枫,2年又190天,12.43%,3年又241天
中邮稳定收益债券A,590009,47.50亿元（2020-09-30）,0.74%,0.93%,1.31%,3.07%,14.43%,58.60%,闫宜乘,130天,1.03%,255天
广发集丰债券C,002712,0.48亿元（2020-09-30）,1.52%,3.65%,4.48%,13.14%,20.79%,26.94%,吴迪/张芊,248天,8.41%,248天/8年又29天
人保鑫选双债A,008852,0.50亿元（2020-09-30）,1.16%,1.88%,1.21%,--,--,1.23%,朱锐/高喆,82天,1.27%,1年又297天/186天
景顺长城景盛双息收益债券A,002065,0.07亿元（2020-09-30）,0.79%,1.41%,1.68%,0.88%,7.36%,15.20%,何江波,1年又330天,5.01%,1年又331天
招商双债增强债券(LOF)D,009580,0.00亿元（2020-09-30）,0.83%,0.83%,0.91%,--,--,0.45%,刘万锋,230天,0.45%,5年又363天
广发纯债债券C,270049,1.46亿元（2020-09-30）,0.93%,1.27%,1.78%,4.03%,13.04%,48.71%,宋倩倩/张芊,163天,1.53%,163天/8年又29天
易方达裕祥回报债券,002351,193.61亿元（2020-09-30）,3.52%,5.69%,8.82%,15.35%,45.45%,61.60%,林森/张清华,3年又167天,51.45%,5年又45天/7年又20天
汇添富增强收益债券A,519078,5.51亿元（2020-09-30）,1.00%,1.08%,1.42%,2.10%,10.04%,82.76%,徐光,212天,0.66%,2年又143天
信达澳银稳定价值债券A,610003,6.08亿元（2020-09-30）,0.59%,0.98%,1.28%,1.48%,7.88%,68.08%,尹华龙,102天,0.98%,3年又260天
民生加银家盈6个月持有期债券A,009826,12.75亿元（2020-08-04）,1.61%,2.01%,--,--,--,2.38%,孙伟/陆欣,159天,2.38%,6年又189天/10年又107天
易方达纯债债券C,110038,7.53亿元（2020-09-30）,0.64%,0.55%,0.83%,2.10%,14.69%,43.94%,张雅君,1年又122天,3.31%,6年又177天
招商双债增强债券(LOF)C,161716,61.00亿元（2020-09-30）,0.83%,0.91%,0.99%,3.26%,20.00%,55.29%,刘万锋,5年又160天,34.27%,5年又363天
嘉实纯债债券C,070038,2.49亿元（2020-09-30）,0.34%,0.17%,0.77%,2.61%,12.81%,35.41%,轩璇,1年又14天,2.88%,1年又67天
易方达高等级信用债债券A,000147,82.81亿元（2020-09-30）,0.63%,0.54%,0.81%,2.11%,16.77%,43.50%,林森,1年又115天,3.47%,5年又45天
国泰信用互利债券C,008504,0.00亿元（2020-09-30）,0.95%,1.28%,0.71%,--,--,0.89%,刘波/王玉,107天,1.34%,6年又349天/1年又17天
创金合信聚利债券A,001199,0.07亿元（2020-09-30）,0.68%,0.89%,0.80%,3.66%,11.74%,19.11%,黄弢/黄佳祥,11天,0.63%,247天/142天
平安惠盈纯债A,002795,10.17亿元（2020-09-30）,0.75%,0.85%,0.95%,2.30%,16.96%,16.14%,余斌,3年又41天,17.32%,3年又87天
鹏扬添利增强债券A,006832,3.80亿元（2020-09-30）,1.26%,3.84%,3.86%,9.97%,--,18.31%,王华,1年又289天,18.31%,2年又332天
嘉实稳瑞纯债债券,002548,14.92亿元（2020-09-30）,0.76%,1.04%,1.42%,2.87%,13.52%,20.52%,王立芹,62天,0.67%,80天
